Sample_Index,Moi,NDF,Starch
699,67.6016555661275,41.56,28.3
551,65.36699922057677,44.04,28.43
489,72.06,50.46,22.13
148,68.44653226,42.77,25.27
147,56.75437647,33.73,44.32
579,64.32367253251721,36.78,38.1
728,69.23642137096775,51.9,2.41
592,81.17973788721207,53.04999999999999,1.92
349,68.08263757,37.83,33.31
464,73.94,51.65,21.01
326,72.63031789,41.44,27.420000000000005
187,67.00103111,40.72,30.69
124,61.23895582,31.530000000000005,44.91
670,58.57606498194946,41.57,30.06
144,63.13772059,34.19,38.02
749,79.3839982030548,48.49,12.21
198,70.00778986,38.04,32.39
280,59.17400722,36.31,38.46
294,66.97489527,37.67,34.02
401,71.75355811,43.34,20.11
123,64.69406181,35.04,43.5
184,66.45933047,36.82,37.24
203,70.98500933,42.05,23.94
439,60.88,38.29,34.49
247,66.41498016,36.2,36.96
416,65.24,44.080000000000005,28.68
698,67.6016555661275,41.56,28.3
130,63.71732157,37.48,40.42
403,70.59428571,40.57,30.17
622,62.54467726847522,41.45,25.39
614,63.1953125,42.3,25.149999999999995
713,63.03254969749352,41.07,31.97
220,64.17645617,39.53,28.82
715,58.73247563352826,39.61,27.11
600,79.7950134529148,55.4,0.25
718,58.73247563352826,39.61,27.11
611,67.02021589793915,40.3,31.46
387,54.61191547000001,35.52,39.33
761,58.7271880819367,38.13,35.7
510,66.22,48.60999999999999,25.42
268,69.09337088,42.1,32.57
686,66.22271758436945,40.84,32.81
442,60.88,38.29,34.49
497,60.53,37.39,37.92
113,58.09507853,36.9,35.06
233,61.90002415,34.03,35.55
685,66.22271758436945,40.84,32.81
608,65.46744518589134,42.36,31.03
374,51.27297747,40.4,30.34
234,60.90465005,38.91,37.32
623,62.54467726847522,41.45,25.39
318,75.04487,47.4,27.110000000000003
411,58.26,39.38,34.8
710,63.03254969749352,41.07,31.97
359,65.64304933,34.56,39.03
259,59.41180745,30.21,42.42
283,64.31125,37.92,34.3
377,63.14863635999999,37.91,34.2
385,62.71267606,34.14,37.18
225,66.00819672,36.73,35.65
745,79.3839982030548,48.49,12.21
644,71.68674846625767,57.06,2.46
473,71.86,50.830000000000005,21.87
348,68.97466192,39.15,32.56
506,69.3,51.12,23.99
773,65.30669733210672,40.44,34.45
726,69.23642137096775,51.9,2.41
708,64.45009743135519,38.51,35.14
620,62.54467726847522,41.45,25.39
672,58.57606498194946,41.57,30.06
665,64.56752761257434,39.43,32.35
557,64.74174058577407,43.22,32.05
578,64.32367253251721,36.78,38.1
86,60.82856678,33.9,41.12
243,65.21422343,40.54,31.22
160,65.97472924,36.63,39.7
525,73.49002702702703,45.41,9.41
36,63.45289063,36.1,39.8
541,67.66,41.3,22.350000000000005
171,61.5327729,38.37,35.63
674,58.57606498194946,41.57,30.06
666,64.56752761257434,39.43,32.35
738,77.24931318681318,45.34,15.49
96,64.99727273,42.57,28.190000000000005
564,65.90477685950414,45.1,34.1
241,63.710101480000006,38.59,32.88
575,67.08636285468616,43.54,29.34
461,73.94,51.65,21.01
554,64.74174058577407,43.22,32.05
691,65.99570895522388,39.09,33.89
207,64.23497692,90.74,6.840000000000001
393,65.70552239,43.89,22.03
398,60.79737778,32.03,39.71
667,64.56752761257434,39.43,32.35
218,53.99762711999999,32.24,41.42
5,62.91711378,31.35,41.55
643,70.29897196261683,44.77,24.84
702,66.80067039106146,38.81,33.64
613,67.02021589793915,40.3,31.46
547,61.15134719014628,34.87,40.59
99,58.22651162999999,35.39,38.8
574,67.08636285468616,43.54,29.34
407,57.91646812,45.48,27.54
503,67.8,49.26,26.56
48,66.69682387,47.8,33.72
33,47.33922211,37.98,35.2
201,62.47213115000001,37.31,37.69
135,71.42471483,50.52,20.7
28,64.34903004,34.42,38.75
693,65.99570895522388,39.09,33.89
231,63.17868195,37.12,37.1
490,69.16,46.41,26.649999999999995
379,64.93685115,38.39,37.63
289,70.86399142,41.94,30.36
419,59.07,40.24,30.5
675,62.75202302631578,38.85,35.68
392,61.02316879,44.29,27.29
593,81.17973788721207,53.04999999999999,1.92
499,60.53,37.39,37.92
139,61.81680501999999,35.36,39.06
63,65.27985415,35.51,36.95
472,71.86,50.830000000000005,21.87
648,71.68674846625767,57.06,2.46
129,60.98721022,31.57,43.17
764,58.7271880819367,38.13,35.7
521,83.05967935871743,55.76,4.8
65,66.02966232,36.91,34.91
15,53.93920596,37.63,35.2
157,64.83392523,37.55,32.78
41,62.00737896,34.95,37.35
493,69.16,46.41,26.649999999999995
380,63.77659979,36.29,33.28
188,67.09108968,36.23,35.73
217,54.74907922999999,42.83,31.0
53,66.42523185,35.79,35.88
338,69.40313099,41.8,28.17
296,49.26195261,31.23,46.96
252,61.20151203,29.58,45.27
462,73.94,51.65,21.01
456,62.82,42.01,31.850000000000005
782,74.02222605694564,53.74,16.56
270,68.23899425,41.39,31.86
202,66.07972518,35.34,38.41
162,65.22153465,41.15,29.110000000000003
556,64.74174058577407,43.22,32.05
402,69.95520958,43.63,24.37
703,66.80067039106146,38.81,33.64
477,73.15,51.02,22.39
106,67.38352306,38.15,34.64
566,65.90477685950414,45.1,34.1
390,58.87334353,33.97,40.55
2,50.48583665,29.28,45.84
733,66.81972111553785,48.48,11.61
562,65.91186356073212,39.43,30.380000000000003
81,65.12050551,36.85,35.01
206,58.49828351,34.32,40.26
35,74.66032895,44.83,25.65
509,69.3,51.12,23.99
428,62.43,41.34,35.86
455,62.82,42.01,31.850000000000005
367,57.0334556,33.59,42.26
92,67.07509267,38.23,35.28
340,67.02898722,53.17,14.86
565,65.90477685950414,45.1,34.1
346,59.93355649,39.36,35.64
242,64.09269303,39.63,31.180000000000003
14,56.46466667,33.72,39.08
316,54.98719497,41.24,33.98
601,79.7950134529148,55.4,0.25
388,63.293531,37.27,32.75
274,65.82925414,42.52,29.01
167,59.49942252000001,31.160000000000004,45.14
778,73.58051555555555,41.24,26.97
647,71.68674846625767,57.06,2.46
485,72.06,50.46,22.13
767,58.21580041580042,42.93,29.77
505,69.3,51.12,23.99
244,51.39100783,30.45,45.82
567,65.90477685950414,45.1,34.1
563,65.90477685950414,45.1,34.1
687,66.22271758436945,40.84,32.81
190,64.29965966,39.97,32.79
700,66.80067039106146,38.81,33.64
476,73.15,51.02,22.39
682,76.17940608760208,43.78,24.24
511,66.22,48.60999999999999,25.42
59,64.52088795,35.41,33.04
475,73.15,51.02,22.39
561,65.91186356073212,39.43,30.380000000000003
748,79.3839982030548,48.49,12.21
253,60.29970326,30.39,40.85
22,57.49988479,39.03,36.17
314,59.53112689000001,33.89,41.92
460,73.94,51.65,21.01
161,63.19326471000001,37.44,37.57
277,64.13020442,45.36,26.97
192,67.45221649,41.11,30.09
386,62.03149954,35.16,39.44
414,65.24,44.080000000000005,28.68
492,69.16,46.41,26.649999999999995
344,52.75122914,42.59,31.290000000000003
309,64.34597884,36.67,35.22
662,65.11665292662819,38.62,33.41
131,72.98472064,54.84,12.13
664,65.11665292662819,38.62,33.41
100,64.93634372,35.42,37.41
373,59.07184044,43.32,30.53
88,51.41667606,34.16,43.56
459,62.82,42.01,31.850000000000005
331,51.947842230000006,29.64,44.1
215,70.30654902,39.72,29.690000000000005
467,65.79,44.9,31.74
122,67.61223521,33.33,42.9
615,63.1953125,42.3,25.149999999999995
21,60.424015280000006,34.85,38.99
701,66.80067039106146,38.81,33.64
72,69.18389286,39.21,32.41
107,61.56337824,40.8,34.5
271,70.16140652,36.56,37.89
436,60.64000000000001,48.41,26.51
103,57.87194805,33.02,42.16
