Sample ID,Moi
Fresh_#_731842_1,65.91186356
Fresh_#_731842_2,65.91186356
Fresh_#_731842_3,65.91186356
Fresh_#_731842_4,65.91186356
Fresh_#_731842_5,65.91186356
Fresh_#_731843_1,65.90477686
Fresh_#_731843_2,65.90477686
Fresh_#_731843_3,65.90477686
Fresh_#_731843_4,65.90477686
Fresh_#_731843_5,65.90477686
Fresh_#_731844_1,62.2475945
Fresh_#_731844_2,62.2475945
Fresh_#_731844_3,62.2475945
Fresh_#_731844_4,62.2475945
Fresh_#_731844_5,62.2475945
Fresh_#_731845_1,67.08636285
Fresh_#_731845_2,67.08636285
Fresh_#_731845_3,67.08636285
Fresh_#_731845_4,67.08636285
Fresh_#_731845_5,67.08636285
Fresh_#_731846_1,64.32367253
Fresh_#_731846_2,64.32367253
Fresh_#_731846_3,64.32367253
Fresh_#_731846_4,64.32367253
Fresh_#_731846_5,64.32367253
Fresh_#_731847,69.70787217
Fresh_#_731848_1,65.60479021
Fresh_#_731848_2,65.60479021
Fresh_#_731848_3,65.60479021
Fresh_#_731848_4,65.60479021
Fresh_#_731848_5,65.60479021
Fresh_#_732777_1,81.17973789
Fresh_#_732777_2,81.17973789
Fresh_#_732777_3,81.17973789
Fresh_#_732777_4,81.17973789
Fresh_#_732777_5,81.17973789
Fresh_#_732785_1,75.2611824
Fresh_#_732785_2,75.2611824
Fresh_#_732785_3,75.2611824
Fresh_#_732785_4,75.2611824
Fresh_#_732785_5,75.2611824
Fresh_#_732789_1,79.79501345
Fresh_#_732789_2,79.79501345
Fresh_#_732789_3,79.79501345
Fresh_#_732789_4,79.79501345
Fresh_#_732789_5,79.79501345
Fresh_#_734001_1,65.46744519
Fresh_#_734001_2,65.46744519
Fresh_#_734001_3,65.46744519
Fresh_#_734001_4,65.46744519
Fresh_#_734001_5,65.46744519
Fresh_#_734002_1,67.0202159
Fresh_#_734002_2,67.0202159
Fresh_#_734002_3,67.0202159
Fresh_#_734002_4,67.0202159
Fresh_#_734002_5,67.0202159
Fresh_#_734005_1,63.1953125
Fresh_#_734005_2,63.1953125
Fresh_#_734005_3,63.1953125
Fresh_#_734005_4,63.1953125
Fresh_#_734005_5,63.1953125
Fresh_#_734006_1,62.54467727
Fresh_#_734006_2,62.54467727
Fresh_#_734006_3,62.54467727
Fresh_#_734006_4,62.54467727
Fresh_#_734006_5,62.54467727
Fresh_#_734007_1,61.02060669
Fresh_#_734007_2,61.02060669
Fresh_#_734007_3,61.02060669
Fresh_#_734007_4,61.02060669
Fresh_#_734007_5,61.02060669
Fresh_#_734220_1,63.38966635
Fresh_#_734220_2,63.38966635
Fresh_#_734220_3,63.38966635
Fresh_#_734220_4,63.38966635
Fresh_#_734220_5,63.38966635
Fresh_#_734221_1,69.55271947
Fresh_#_734221_2,69.55271947
Fresh_#_734221_3,69.55271947
Fresh_#_734221_4,69.55271947
Fresh_#_734221_5,69.55271947
Fresh_#_734222_1,70.29897196
Fresh_#_734222_2,70.29897196
Fresh_#_734222_3,70.29897196
Fresh_#_734222_4,70.29897196
Fresh_#_734222_5,70.29897196
Fresh_#_734453_1,71.68674847
Fresh_#_734453_2,71.68674847
Fresh_#_734453_3,71.68674847
Fresh_#_734453_4,71.68674847
Fresh_#_734453_5,71.68674847
Fresh_#_734454,79.88098933
Fresh_#_734458_1,62.69035965
Fresh_#_734458_2,62.69035965
Fresh_#_734458_3,62.69035965
Fresh_#_734458_4,62.69035965
Fresh_#_734458_5,62.69035965
Fresh_#_734459_1,60.06515853
Fresh_#_734459_2,60.06515853
Fresh_#_734459_3,60.06515853
Fresh_#_734459_4,60.06515853
Fresh_#_734459_5,60.06515853
Fresh_#_734460_1,65.11665293
Fresh_#_734460_2,65.11665293
Fresh_#_734460_3,65.11665293
Fresh_#_734460_4,65.11665293
Fresh_#_734460_5,65.11665293
Fresh_#_734654_1,64.56752761
Fresh_#_734654_2,64.56752761
