Sample_Index,Moi,NDF,Starch
126,66.87414501,36.82,40.4
127,63.73533851,32.62,45.92
128,67.59969199,35.75,38.59
129,60.987210219999994,31.57,43.17
130,63.71732157,37.48,40.42
131,72.98472064,54.84,12.13
132,67.48021467,35.63,34.72
133,60.91482582,34.98,39.6
134,65.47588785,38.64,31.25
135,71.42471483,50.52,20.7
136,64.61808824,35.61,36.62
137,61.70821328000001,35.95,35.19
138,57.50716981000001,33.41,40.25
139,61.81680501999999,35.36,39.06
140,62.55907626,30.53,40.95
141,61.22167946,35.93,39.5
142,66.26643721,36.19,33.31
143,69.15138889,45.67,12.22
144,63.13772059,34.19,38.02
145,65.53432777,41.88,29.910000000000004
146,62.044497039999996,35.76,35.1
147,56.75437647,33.73,44.32
148,68.44653226,42.77,25.27
149,64.06943256,33.23,40.6
150,70.15872302,40.39,34.3
151,63.14527751000001,33.78,38.22
152,63.21523982,37.96,36.34
153,64.33107143,39.52,32.06
154,66.09357716,39.28,33.5
155,57.8951049,39.7,38.1
156,55.44584615,34.0,41.01
157,64.83392523,37.55,32.78
158,63.364404969999995,38.59,29.829999999999995
159,42.78406397,37.04,39.02
160,65.97472924,36.63,39.7
161,63.19326471000001,37.44,37.57
162,65.22153465,41.15,29.110000000000003
163,58.90854184999999,34.61,40.99
164,57.56042677,34.88,36.56
165,69.0995117,38.1,29.839999999999996
166,54.25597804,37.15,33.83
167,59.49942252000001,31.160000000000004,45.14
168,73.39957143,46.21,17.46
169,65.84390883,33.94,41.08
170,61.40842784,35.46,39.55
171,61.5327729,38.37,35.63
172,55.17924528000001,34.22,40.27
173,66.02852804,39.46999999999999,30.74
174,51.49701438999999,34.02,41.6
175,65.80100279,33.64,35.75
176,62.6787126,36.55,23.6
177,56.44044118000001,35.14,34.62
178,58.45177943,35.54,34.56
179,68.3523917,43.01,20.75
180,69.85006623,45.84,3.18
181,67.99567901,47.44,16.3
182,68.69853128,41.62,32.76
183,66.48895377,37.97,37.72
184,66.45933047,36.82,37.24
185,67.51041171,42.39,28.3
186,69.81730402,42.31,26.02
187,67.00103111,40.72,30.69
188,67.09108968,36.23,35.73
189,63.03876819,33.88,40.64
190,64.29965966,39.97,32.79
191,66.39422067,34.07,38.64
192,67.45221649,41.11,30.089999999999996
193,65.07943662,36.37,34.37
194,62.43996393,35.19,37.62
195,59.253317800000005,34.64,40.58
196,54.48915315000001,36.43,40.72
197,58.35955098000001,30.440000000000005,41.76
198,70.00778986,38.04,32.39
199,41.00051985,35.11,42.7
200,67.95562667,36.8,36.21
201,62.47213115000001,37.31,37.69
202,66.07972518,35.34,38.41
203,70.98500933,42.05,23.94
204,53.08217523,36.67,37.37
205,67.38434783,35.61,37.06
206,58.49828351,34.32,40.26
207,64.23497692,90.74,6.840000000000001
208,66.2121888,38.94,27.589999999999996
209,69.89707317,42.04,30.05
210,66.63192825,37.83,30.55
211,64.46812813,33.38,37.53
212,68.08402471,49.56,17.46
213,69.25387597,39.82,30.940000000000005
214,66.54540146,44.12,28.4
215,70.30654902,39.72,29.690000000000005
216,63.52426135999999,32.97,37.2
217,54.74907922999999,42.83,31.0
218,53.99762711999999,32.24,41.42
219,59.457455679999995,36.33,37.08
220,64.17645617,39.53,28.82
221,65.03013601,36.94,37.17
222,62.22255794,30.860000000000003,42.65
223,63.34697769,35.06,39.72
224,59.59358949,31.65,40.69
225,66.00819672,36.73,35.65
226,65.50543624,41.53,33.58
227,62.31979729999999,35.49,39.58
228,63.094634150000005,37.23,37.27
229,60.3284492,35.3,39.06
230,64.32630126,38.61,31.809999999999995
231,63.17868195,37.12,37.1
232,65.21667825,35.32,36.25
233,61.90002415,34.03,35.55
234,60.90465005,38.91,37.32
235,60.67208791,32.38,40.89
236,60.51956731,35.91,40.49
237,63.21262799,34.17,36.77
238,66.0959415,34.43,37.44
239,57.67277614999999,31.22,39.83
240,62.82704483,37.33,34.69
241,63.710101480000006,38.59,32.88
242,64.09269303,39.63,31.180000000000003
243,65.21422343,40.54,31.22
244,51.39100783,30.45,45.82
245,59.73881279,32.56,40.05
246,62.831525420000006,43.26,31.670000000000005
247,66.41498016,36.2,36.96
248,64.11760784,33.78,39.42
249,62.17660359,34.61,39.78
250,67.49950884,38.28,35.32
251,65.92564547,35.85,37.0
252,61.20151203,29.58,45.27
253,60.29970326,30.389999999999997,40.85
254,62.21414843,30.610000000000003,42.54
255,63.32683870999999,38.43,37.0
256,54.859677420000004,30.26,43.96
257,63.64100088000001,37.02,36.4
258,66.4830011,36.03,36.69
259,59.41180745,30.209999999999997,42.42
260,57.84627928,32.2,44.45
261,58.50079284000001,33.45,41.46
262,57.33602,31.809999999999995,43.06
263,56.13760917,37.13,35.32
264,67.28311688,39.35,31.65
265,72.64610927,41.62,28.55
266,70.53871245,43.18,37.99
267,58.25344173,34.24,39.38
268,69.09337088,42.1,32.57
269,55.073327670000005,38.03,35.91
270,68.23899425,41.39,31.86
271,70.16140652,36.56,37.89
272,70.21742092,35.73,35.41
273,66.70885764,38.64,34.73
274,65.82925414,42.52,29.01
275,65.82978002,42.21,29.670000000000005
276,63.05391304,40.79,33.67
277,64.13020442,45.36,26.97
278,59.37271751000001,39.25,35.41
279,64.33972487,45.02,29.089999999999996
280,59.17400722,36.31,38.46
281,60.69943636000001,38.51,35.51
282,65.93441361,37.46,32.08
283,64.31125,37.92,34.3
284,62.84050485,35.79,37.96
285,64.22400735,40.59,33.09
286,67.81640183,45.55,30.799999999999997
287,67.77489478,42.13,31.790000000000003
288,61.84457808,32.02,42.52
289,70.86399142,41.94,30.36
290,58.03627538,35.43,38.66
291,65.53590952,36.49,35.24
292,59.87508670999999,29.5,40.61
293,64.73209068,34.95,34.27
294,66.97489527,37.67,34.02
295,67.36370833,40.37,34.89
296,49.26195261,31.23,46.96
297,46.89403092,35.23,42.84
298,71.40265722,47.59,26.46
299,56.056383679999996,37.2,36.31
300,62.16690808,34.28,38.29
301,76.81443756,48.33,30.74
302,68.02996951,40.88,35.15
303,66.62833665,37.29,33.62
304,59.3359633,34.28,41.04
305,63.19348066,39.1,27.170000000000005
306,60.0407155,38.34,34.79
307,67.48554637,41.25,25.44
308,71.40918256,44.26,24.66
309,64.34597884,36.67,35.22
310,64.09125239,36.85,38.25
311,59.74908742,39.4,32.03
312,57.72686888,33.75,39.78
313,47.37869742,39.38,35.67
314,59.53112689000001,33.89,41.92
315,66.86796296,39.45,31.559999999999995
316,54.98719497,41.24,33.98
317,63.74230769,34.7,38.01
318,75.04487,47.4,27.110000000000003
319,45.68168686,30.15,50.24
320,60.61339786999999,33.24,40.94
321,71.43139214,59.83,3.7700000000000005
322,60.45628366,32.3,41.49
323,66.09975833,41.66,34.91
324,70.74095694,42.89,23.86
325,65.916589,34.34,37.86
326,72.63031789,41.44,27.420000000000005
327,68.51711704,42.36,28.47
328,66.31173132,45.48,26.440000000000005
329,70.80601101,42.96,29.940000000000005
330,59.60945289,32.17,39.8
331,51.947842230000006,29.639999999999997,44.1
332,57.470960760000004,41.81,27.339999999999996
333,53.5869441,44.61,27.57
334,47.5622449,34.78,40.77
335,61.67689366,36.04,33.52
336,48.99972893999999,31.790000000000003,43.70000000000001
337,58.988880599999995,32.85,37.97
338,69.40313099,41.8,28.17
339,58.23162287,51.580000000000005,25.179999999999996
340,67.02898722,53.169999999999995,14.86
341,76.92990395,50.61,8.73
342,68.71706294,40.78,31.58
343,67.18118812,39.44,32.98
344,52.75122914,42.59,31.290000000000003
345,64.82720348,40.33,31.21
346,59.93355649,39.36,35.64
347,47.6224,36.72,35.42
348,68.97466192,39.15,32.56
349,68.08263757,37.83,33.31
350,68.26666667,36.78,32.99
351,67.82578797,37.69,32.92
352,64.37210773,38.17,32.11
353,57.3000266,40.42,34.82
354,68.90900302,36.37,34.65
355,69.96568793,37.37,32.07
356,67.55998195,40.42,30.69
357,62.23520468,33.61,37.34
358,62.54014733,35.21,39.36
359,65.64304933,34.56,39.03
360,63.08222222,36.27,36.06
361,63.83093636,37.49,32.96
362,64.22805139,41.1,32.11
363,77.04833043,51.46,10.0
364,65.00104887,39.95,34.26
365,66.23875117,31.8,40.51
366,67.82663256,39.75,34.97
367,57.033455599999996,33.59,42.26
368,65.09044068,35.46,38.08
369,64.59335128,38.54,33.92
370,64.52355511,36.77,36.74
371,64.15967836,34.88,37.2
372,63.74522106999999,33.05,40.85
373,59.071840439999995,43.32,30.53
374,51.27297747,40.4,30.34
375,69.30377246,41.27,27.51
376,60.06736709,34.98,36.62
377,63.14863635999999,37.91,34.2
378,66.2039529,35.72,35.11
379,64.93685115,38.39,37.63
380,63.77659979,36.29,33.28
381,51.69915414,39.76,36.36
382,70.48450569,39.96,32.22
383,66.36165775,38.37,33.72
384,64.75192982,38.17,33.25
385,62.71267606,34.14,37.18
386,62.03149954,35.16,39.44
387,54.61191547000001,35.52,39.33
388,63.293531,37.27,32.75
389,58.39494371,37.44,33.07
390,58.87334353,33.97,40.55
391,69.06479042,38.41,27.08
392,61.02316879,44.29,27.29
393,65.70552239,43.89,22.03
394,61.61394247,42.86,24.41
395,63.00744715,41.66,19.52
396,68.01049558,39.3,27.47
397,62.48291667,42.95000000000001,20.8
398,60.79737778,32.03,39.71
399,56.10797872,47.05,22.43
400,67.81867863,43.35,23.97
401,71.75355811,43.34,20.11
402,69.95520958,43.63,24.37
403,70.59428571,40.57,30.17
404,70.60643797,42.0,26.84
405,65.71843066,41.5,29.600000000000005
406,67.1776616,44.36,32.09
407,57.91646812,45.48,27.54
408,72.12943925,43.02,23.71
409,58.26,39.38,34.8
410,58.26,39.38,34.8
411,58.26,39.38,34.8
412,58.26,39.38,34.8
413,58.26,39.38,34.8
414,65.24,44.080000000000005,28.679999999999996
415,65.24,44.080000000000005,28.679999999999996
416,65.24,44.080000000000005,28.679999999999996
417,65.24,44.080000000000005,28.679999999999996
418,65.24,44.080000000000005,28.679999999999996
419,59.07,40.24,30.5
420,59.07,40.24,30.5
421,59.07,40.24,30.5
422,59.07,40.24,30.5
423,59.07,40.24,30.5
424,62.43,41.34,35.86
425,62.43,41.34,35.86
426,62.43,41.34,35.86
427,62.43,41.34,35.86
428,62.43,41.34,35.86
429,62.94,42.22,34.1
430,62.94,42.22,34.1
431,62.94,42.22,34.1
432,62.94,42.22,34.1
433,62.94,42.22,34.1
434,60.64000000000001,48.41,26.51
435,60.64000000000001,48.41,26.51
436,60.64000000000001,48.41,26.51
437,60.64000000000001,48.41,26.51
438,60.64000000000001,48.41,26.51
439,60.88,38.29,34.49
440,60.88,38.29,34.49
441,60.88,38.29,34.49
442,60.88,38.29,34.49
443,60.88,38.29,34.49
444,61.28,43.29,29.58
445,66.88,45.03,29.34
446,66.88,45.03,29.34
447,66.88,45.03,29.34
448,66.88,45.03,29.34
449,66.88,45.03,29.34
450,56.03,38.79,32.63
451,56.03,38.79,32.63
452,56.03,38.79,32.63
453,56.03,38.79,32.63
454,56.03,38.79,32.63
455,62.82,42.01,31.850000000000005
456,62.82,42.01,31.850000000000005
457,62.82,42.01,31.850000000000005
458,62.82,42.01,31.850000000000005
459,62.82,42.01,31.850000000000005
460,73.94,51.65,21.01
461,73.94,51.65,21.01
462,73.94,51.65,21.01
463,73.94,51.65,21.01
464,73.94,51.65,21.01
465,65.79,44.9,31.74
466,65.79,44.9,31.74
467,65.79,44.9,31.74
468,65.79,44.9,31.74
469,65.79,44.9,31.74
470,71.86,50.830000000000005,21.87
471,71.86,50.830000000000005,21.87
472,71.86,50.830000000000005,21.87
473,71.86,50.830000000000005,21.87
474,71.86,50.830000000000005,21.87
475,73.15,51.02,22.39
476,73.15,51.02,22.39
477,73.15,51.02,22.39
478,73.15,51.02,22.39
479,73.15,51.02,22.39
480,74.52,55.580000000000005,19.12
481,74.52,55.580000000000005,19.12
482,74.52,55.580000000000005,19.12
483,74.52,55.580000000000005,19.12
484,74.52,55.580000000000005,19.12
485,72.06,50.46,22.13
486,72.06,50.46,22.13
487,72.06,50.46,22.13
488,72.06,50.46,22.13
489,72.06,50.46,22.13
490,69.16,46.41,26.649999999999995
491,69.16,46.41,26.649999999999995
492,69.16,46.41,26.649999999999995
493,69.16,46.41,26.649999999999995
494,69.16,46.41,26.649999999999995
495,60.53,37.39,37.92
496,60.53,37.39,37.92
497,60.53,37.39,37.92
498,60.53,37.39,37.92
499,60.53,37.39,37.92
500,67.8,49.26,26.56
501,67.8,49.26,26.56
502,67.8,49.26,26.56
503,67.8,49.26,26.56
504,67.8,49.26,26.56
505,69.3,51.12,23.99
506,69.3,51.12,23.99
507,69.3,51.12,23.99
508,69.3,51.12,23.99
509,69.3,51.12,23.99
510,66.22,48.60999999999999,25.42
511,66.22,48.60999999999999,25.42
512,66.22,48.60999999999999,25.42
513,66.22,48.60999999999999,25.42
514,66.22,48.60999999999999,25.42
515,78.34002590673575,44.21,17.06
516,78.34002590673575,44.21,17.06
517,78.34002590673575,44.21,17.06
518,78.34002590673575,44.21,17.06
519,78.34002590673575,44.21,17.06
520,83.05967935871743,55.76,4.8
521,83.05967935871743,55.76,4.8
522,83.05967935871743,55.76,4.8
523,83.05967935871743,55.76,4.8
524,83.05967935871743,55.76,4.8
525,73.49002702702703,45.41,9.41
526,73.49002702702703,45.41,9.41
527,73.49002702702703,45.41,9.41
528,73.49002702702703,45.41,9.41
529,73.49002702702703,45.41,9.41
530,75.11131034482759,45.68,11.26
531,73.61799557848195,46.66,9.63
532,73.61799557848195,46.66,9.63
533,73.61799557848195,46.66,9.63
534,73.61799557848195,46.66,9.63
535,73.61799557848195,46.66,9.63
536,68.87536912751678,52.96,1.49
537,68.87536912751678,52.96,1.49
538,68.87536912751678,52.96,1.49
539,68.87536912751678,52.96,1.49
540,68.87536912751678,52.96,1.49
541,67.66,41.3,22.350000000000005
542,67.66,41.3,22.350000000000005
543,67.66,41.3,22.350000000000005
544,67.66,41.3,22.350000000000005
545,67.66,41.3,22.350000000000005
546,61.15134719014628,34.87,40.59
547,61.15134719014628,34.87,40.59
548,61.15134719014628,34.87,40.59
549,61.15134719014628,34.87,40.59
550,61.15134719014628,34.87,40.59
551,65.36699922057677,44.04,28.429999999999996
552,58.23135864978903,32.13,43.20000000000001
553,64.74174058577407,43.22,32.05
554,64.74174058577407,43.22,32.05
555,64.74174058577407,43.22,32.05
556,64.74174058577407,43.22,32.05
557,64.74174058577407,43.22,32.05
558,65.91186356073212,39.43,30.380000000000003
559,65.91186356073212,39.43,30.380000000000003
560,65.91186356073212,39.43,30.380000000000003
561,65.91186356073212,39.43,30.380000000000003
562,65.91186356073212,39.43,30.380000000000003
563,65.90477685950414,45.1,34.1
564,65.90477685950414,45.1,34.1
565,65.90477685950414,45.1,34.1
566,65.90477685950414,45.1,34.1
567,65.90477685950414,45.1,34.1
568,62.24759450171822,38.74,38.54
569,62.24759450171822,38.74,38.54
570,62.24759450171822,38.74,38.54
571,62.24759450171822,38.74,38.54
572,62.24759450171822,38.74,38.54
573,67.08636285468616,43.54,29.34
574,67.08636285468616,43.54,29.34
575,67.08636285468616,43.54,29.34
576,67.08636285468616,43.54,29.34
577,67.08636285468616,43.54,29.34
578,64.32367253251721,36.78,38.1
579,64.32367253251721,36.78,38.1
580,64.32367253251721,36.78,38.1
581,64.32367253251721,36.78,38.1
582,64.32367253251721,36.78,38.1
583,69.70787216828478,41.8,32.12
584,65.60479020979021,37.78,35.67
585,65.60479020979021,37.78,35.67
586,65.60479020979021,37.78,35.67
587,65.60479020979021,37.78,35.67
588,65.60479020979021,37.78,35.67
589,81.17973788721207,53.04999999999999,1.92
590,81.17973788721207,53.04999999999999,1.92
591,81.17973788721207,53.04999999999999,1.92
592,81.17973788721207,53.04999999999999,1.92
593,81.17973788721207,53.04999999999999,1.92
594,75.26118240146654,55.02,0.25
595,75.26118240146654,55.02,0.25
596,75.26118240146654,55.02,0.25
597,75.26118240146654,55.02,0.25
598,75.26118240146654,55.02,0.25
599,79.7950134529148,55.4,0.25
600,79.7950134529148,55.4,0.25
601,79.7950134529148,55.4,0.25
602,79.7950134529148,55.4,0.25
603,79.7950134529148,55.4,0.25
604,65.46744518589134,42.36,31.03
605,65.46744518589134,42.36,31.03
606,65.46744518589134,42.36,31.03
607,65.46744518589134,42.36,31.03
608,65.46744518589134,42.36,31.03
609,67.02021589793915,40.3,31.459999999999997
610,67.02021589793915,40.3,31.459999999999997
611,67.02021589793915,40.3,31.459999999999997
612,67.02021589793915,40.3,31.459999999999997
613,67.02021589793915,40.3,31.459999999999997
614,63.1953125,42.3,25.149999999999995
615,63.1953125,42.3,25.149999999999995
616,63.1953125,42.3,25.149999999999995
617,63.1953125,42.3,25.149999999999995
618,63.1953125,42.3,25.149999999999995
619,62.54467726847522,41.45,25.39
620,62.54467726847522,41.45,25.39
621,62.54467726847522,41.45,25.39
622,62.54467726847522,41.45,25.39
623,62.54467726847522,41.45,25.39
624,61.02060669456066,44.51,18.93
625,61.02060669456066,44.51,18.93
626,61.02060669456066,44.51,18.93
627,61.02060669456066,44.51,18.93
628,61.02060669456066,44.51,18.93
629,63.38966634890372,45.580000000000005,17.74
630,63.38966634890372,45.580000000000005,17.74
631,63.38966634890372,45.580000000000005,17.74
632,63.38966634890372,45.580000000000005,17.74
633,63.38966634890372,45.580000000000005,17.74
634,69.55271946564886,43.53,18.12
635,69.55271946564886,43.53,18.12
636,69.55271946564886,43.53,18.12
637,69.55271946564886,43.53,18.12
638,69.55271946564886,43.53,18.12
639,70.29897196261683,44.77,24.84
640,70.29897196261683,44.77,24.84
641,70.29897196261683,44.77,24.84
642,70.29897196261683,44.77,24.84
643,70.29897196261683,44.77,24.84
644,71.68674846625767,57.06,2.46
645,71.68674846625767,57.06,2.46
646,71.68674846625767,57.06,2.46
647,71.68674846625767,57.06,2.46
648,71.68674846625767,57.06,2.46
649,79.88098933074684,52.81,6.63
650,62.6903596491228,35.81,37.93
651,62.6903596491228,35.81,37.93
652,62.6903596491228,35.81,37.93
653,62.6903596491228,35.81,37.93
654,62.6903596491228,35.81,37.93
655,60.065158526135384,48.830000000000005,25.790000000000003
656,60.065158526135384,48.830000000000005,25.790000000000003
657,60.065158526135384,48.830000000000005,25.790000000000003
658,60.065158526135384,48.830000000000005,25.790000000000003
659,60.065158526135384,48.830000000000005,25.790000000000003
660,65.11665292662819,38.62,33.41
661,65.11665292662819,38.62,33.41
662,65.11665292662819,38.62,33.41
663,65.11665292662819,38.62,33.41
664,65.11665292662819,38.62,33.41
665,64.56752761257434,39.43,32.35
666,64.56752761257434,39.43,32.35
667,64.56752761257434,39.43,32.35
668,64.56752761257434,39.43,32.35
669,64.56752761257434,39.43,32.35
670,58.57606498194946,41.57,30.06
671,58.57606498194946,41.57,30.06
672,58.57606498194946,41.57,30.06
673,58.57606498194946,41.57,30.06
674,58.57606498194946,41.57,30.06
675,62.75202302631578,38.85,35.68
676,62.75202302631578,38.85,35.68
677,62.75202302631578,38.85,35.68
678,62.75202302631578,38.85,35.68
679,62.75202302631578,38.85,35.68
680,76.17940608760208,43.78,24.24
681,76.17940608760208,43.78,24.24
682,76.17940608760208,43.78,24.24
683,76.17940608760208,43.78,24.24
684,76.17940608760208,43.78,24.24
685,66.22271758436945,40.84,32.81
686,66.22271758436945,40.84,32.81
687,66.22271758436945,40.84,32.81
688,66.22271758436945,40.84,32.81
689,66.22271758436945,40.84,32.81
690,65.99570895522388,39.09,33.89
691,65.99570895522388,39.09,33.89
692,65.99570895522388,39.09,33.89
693,65.99570895522388,39.09,33.89
694,65.99570895522388,39.09,33.89
695,67.6016555661275,41.56,28.3
696,67.6016555661275,41.56,28.3
697,67.6016555661275,41.56,28.3
698,67.6016555661275,41.56,28.3
699,67.6016555661275,41.56,28.3
700,66.80067039106146,38.81,33.64
701,66.80067039106146,38.81,33.64
702,66.80067039106146,38.81,33.64
703,66.80067039106146,38.81,33.64
704,66.80067039106146,38.81,33.64
705,64.45009743135519,38.51,35.14
706,64.45009743135519,38.51,35.14
707,64.45009743135519,38.51,35.14
708,64.45009743135519,38.51,35.14
709,64.45009743135519,38.51,35.14
710,63.03254969749352,41.07,31.97
711,63.03254969749352,41.07,31.97
712,63.03254969749352,41.07,31.97
713,63.03254969749352,41.07,31.97
714,63.03254969749352,41.07,31.97
715,58.73247563352826,39.61,27.11
716,58.73247563352826,39.61,27.11
717,58.73247563352826,39.61,27.11
718,58.73247563352826,39.61,27.11
719,58.73247563352826,39.61,27.11
720,63.54687999999999,47.23,10.45
721,63.54687999999999,47.23,10.45
722,63.54687999999999,47.23,10.45
723,63.54687999999999,47.23,10.45
724,63.54687999999999,47.23,10.45
725,69.23642137096775,51.9,2.41
726,69.23642137096775,51.9,2.41
727,69.23642137096775,51.9,2.41
728,69.23642137096775,51.9,2.41
729,69.23642137096775,51.9,2.41
730,66.81972111553785,48.48,11.61
731,66.81972111553785,48.48,11.61
732,66.81972111553785,48.48,11.61
733,66.81972111553785,48.48,11.61
734,66.81972111553785,48.48,11.61
735,77.24931318681318,45.34,15.49
736,77.24931318681318,45.34,15.49
737,77.24931318681318,45.34,15.49
738,77.24931318681318,45.34,15.49
739,77.24931318681318,45.34,15.49
740,76.4531551270815,53.14,15.919999999999998
741,76.4531551270815,53.14,15.919999999999998
742,76.4531551270815,53.14,15.919999999999998
743,76.4531551270815,53.14,15.919999999999998
744,76.4531551270815,53.14,15.919999999999998
745,79.3839982030548,48.49,12.21
746,79.3839982030548,48.49,12.21
747,79.3839982030548,48.49,12.21
748,79.3839982030548,48.49,12.21
749,79.3839982030548,48.49,12.21
750,51.97855648535565,39.44,36.33
751,51.97855648535565,39.44,36.33
752,51.97855648535565,39.44,36.33
753,51.97855648535565,39.44,36.33
754,51.97855648535565,39.44,36.33
755,55.24551724137931,37.48,36.8
756,55.24551724137931,37.48,36.8
757,55.24551724137931,37.48,36.8
758,55.24551724137931,37.48,36.8
759,55.24551724137931,37.48,36.8
760,58.7271880819367,38.13,35.7
761,58.7271880819367,38.13,35.7
762,58.7271880819367,38.13,35.7
763,58.7271880819367,38.13,35.7
764,58.7271880819367,38.13,35.7
765,58.21580041580042,42.93,29.77
766,58.21580041580042,42.93,29.77
767,58.21580041580042,42.93,29.77
768,58.21580041580042,42.93,29.77
769,58.21580041580042,42.93,29.77
770,65.30669733210672,40.44,34.45
771,65.30669733210672,40.44,34.45
772,65.30669733210672,40.44,34.45
773,65.30669733210672,40.44,34.45
774,65.30669733210672,40.44,34.45
775,73.58051555555555,41.24,26.97
776,73.58051555555555,41.24,26.97
777,73.58051555555555,41.24,26.97
778,73.58051555555555,41.24,26.97
779,73.58051555555555,41.24,26.97
780,74.02222605694564,53.74,16.56
781,74.02222605694564,53.74,16.56
782,74.02222605694564,53.74,16.56
783,74.02222605694564,53.74,16.56
784,74.02222605694564,53.74,16.56
